              Y_h1             Y_he4             Y_c12             Y_c13             Y_n13             Y_n14             Y_n15             Y_o14             Y_o15             E_nuc              Time
     7.12556089609512E-01     2.70877381368164E-01     3.21812709053449E-12     3.36929483009916E-21     2.62279009609879E-12     3.53166196131499E-12     2.10608410761081E-16     8.81751271435532E-05     1.52365863483657E-04     1.86369964200211E+16     7.10000000000000E+02
     7.12521462330572E-01     2.70886038124805E-01     3.21828881940910E-12     3.36962790562134E-21     2.62292190596144E-12     3.53182347943926E-12     2.10618995010936E-16     8.81748746080543E-05     1.52366116018701E-04     1.88733391684228E+16     7.20000000000000E+02
     7.12486835035987E-01     2.70894694894281E-01     3.21844982456610E-12     3.36996025602494E-21     2.62305312599049E-12     3.53198641570459E-12     2.10629531897526E-16     8.81746570896452E-05     1.52366333536655E-04     1.91096818395072E+16     7.30000000000000E+02
     7.12452207732067E-01     2.70903351671044E-01     3.21861042304317E-12     3.37029221009367E-21     2.62318401457329E-12     3.53215016882084E-12     2.10640042169192E-16     8.81744594471469E-05     1.52366531178698E-04     1.93460244539962E+16     7.40000000000000E+02
     7.12417580416203E-01     2.70912008457911E-01     3.21877045458524E-12     3.37062360259237E-21     2.62331444110114E-12     3.53231504272771E-12     2.10650515338136E-16     8.81742893725048E-05     1.52366701252885E-04     1.95823670179533E+16     7.50000000000000E+02
     7.12382953088290E-01     2.70920665255236E-01     3.21892989922465E-12     3.37095441299121E-21     2.62344438930029E-12     3.53248107529866E-12     2.10660950097588E-16     8.81741478260877E-05     1.52366842798846E-04     1.98187095382764E+16     7.60000000000000E+02
     7.12348325747634E-01     2.70929322063844E-01     3.21908870984432E-12     3.37128459244957E-21     2.62357382077007E-12     3.53264835589985E-12     2.10671343363998E-16     8.81740370586580E-05     1.52366953565820E-04     2.00550520185964E+16     7.70000000000000E+02
     7.12313698405346E-01     2.70937978873412E-01     3.21924747997111E-12     3.37161476086966E-21     2.62370321923794E-12     3.53281575885587E-12     2.10681733980376E-16     8.81739289125487E-05     1.52367061711474E-04     2.02913944801313E+16     7.80000000000000E+02
     7.12279071056044E-01     2.70946635688996E-01     3.21940591944981E-12     3.37194461578009E-21     2.62383234822590E-12     3.53298383448022E-12     2.10692102957688E-16     8.81738371783847E-05     1.52367153445182E-04     2.05277369140826E+16     7.90000000000000E+02
     7.12244443699516E-01     2.70955292510725E-01     3.21956402127370E-12     3.37227415029271E-21     2.62396120202345E-12     3.53315259606930E-12     2.10702449837383E-16     8.81737622079593E-05     1.52367228415152E-04     2.07640793180744E+16     8.00000000000000E+02
