              Y_h1             Y_he4             Y_c12             Y_c13             Y_n13             Y_n14             Y_n15             Y_o14             Y_o15             E_nuc              Time
     7.12417713899940E-01     2.70911977440418E-01     1.07800005734492E-09     2.83955801837893E-16     9.54295912709419E-10     7.62464417168998E-09     2.60095776014537E-13     8.81709450450689E-05     1.52360397754410E-04     1.95814685411921E+16     7.50000000000000E+02
     7.12383087926354E-01     2.70920633895026E-01     1.07805344350693E-09     2.83983666601952E-16     9.54343172584677E-10     7.62500264462106E-09     2.60108656821211E-13     8.81708046635147E-05     1.52360537676832E-04     1.98178011791878E+16     7.60000000000000E+02
     7.12348461948008E-01     2.70929290353628E-01     1.07810675642155E-09     2.84011514513056E-16     9.54390367616788E-10     7.62536211125009E-09     2.60121519955379E-13     8.81706752227258E-05     1.52360666657634E-04     2.00541337932360E+16     7.70000000000000E+02
     7.12313835961467E-01     2.70937946819061E-01     1.07815994296594E-09     2.84039331998598E-16     9.54437450777855E-10     7.62572322100928E-09     2.60134352600097E-13     8.81705644601309E-05     1.52360776958836E-04     2.02904663660899E+16     7.80000000000000E+02
     7.12279209971671E-01     2.70946603288354E-01     1.07821305967745E-09     2.84067133748519E-16     9.54484472118325E-10     7.62608528272702E-09     2.60147168396191E-13     8.81704642754397E-05     1.52360876681315E-04     2.05267989532427E+16     7.90000000000000E+02
     7.12244583979662E-01     2.70955259761460E-01     1.07826610796435E-09     2.84094920258249E-16     9.54531432884783E-10     7.62644827917958E-09     2.60159967683466E-13     8.81703745379977E-05     1.52360965955738E-04     2.07631315825337E+16     8.00000000000000E+02
     7.12209957985901E-01     2.70963916238244E-01     1.07831909053462E-09     2.84122692267091E-16     9.54578335474531E-10     7.62681217726609E-09     2.60172751115271E-13     8.81702948777190E-05     1.52361045152221E-04     2.09994642633415E+16     8.10000000000000E+02
     7.12175331989675E-01     2.70972572717867E-01     1.07837202232995E-09     2.84150453407363E-16     9.54625193115313E-10     7.62717679436867E-09     2.60185522296486E-13     8.81702230105309E-05     1.52361116554990E-04     2.12357969528990E+16     8.20000000000000E+02
     7.12140705991465E-01     2.70981229200936E-01     1.07842489258974E-09     2.84178201081471E-16     9.54671996281032E-10     7.62754226201636E-09     2.60198278630919E-13     8.81701605862146E-05     1.52361178514152E-04     2.14721296818260E+16     8.30000000000000E+02
     7.12106079990984E-01     2.70989885687613E-01     1.07847769827013E-09     2.84205934527358E-16     9.54718742277192E-10     7.62790861742637E-09     2.60211019384137E-13     8.81701080528038E-05     1.52361230581643E-04     2.17084624471883E+16     8.40000000000000E+02
     7.12071453987886E-01     2.70998542177976E-01     1.07853043800898E-09     2.84233653417344E-16     9.54765429898051E-10     7.62827587726439E-09     2.60223744227469E-13     8.81700656170247E-05     1.52361272550722E-04     2.19447952418909E+16     8.50000000000000E+02
     7.12036827983378E-01     2.71007198670824E-01     1.07858313477894E-09     2.84261363721296E-16     9.54812079479848E-10     7.62864376076842E-09     2.60236458703732E-13     8.81700300072149E-05     1.52361307693290E-04     2.21811280645490E+16     8.60000000000000E+02
     7.12002201976659E-01     2.71015855166239E-01     1.07863578709050E-09     2.84289065084170E-16     9.54858689704206E-10     7.62901228616427E-09     2.60249162453481E-13     8.81700014478569E-05     1.52361335784847E-04     2.24174608957991E+16     8.70000000000000E+02
     7.11967575967677E-01     2.71024511663567E-01     1.07868840753748E-09     2.84316760800896E-16     9.54905271719873E-10     7.62938129954521E-09     2.60261858515270E-13     8.81699781511509E-05     1.52361358613324E-04     2.26537937156341E+16     8.80000000000000E+02
     7.11932949956477E-01     2.71033168161867E-01     1.07874101417400E-09     2.84344455587756E-16     9.54951841509363E-10     7.62975058026518E-09     2.60274551245079E-13     8.81699575499036E-05     1.52361378746102E-04     2.28901264985850E+16     8.90000000000000E+02
     7.11898323942956E-01     2.71041824662668E-01     1.07879357759885E-09     2.84372141777633E-16     9.54998373045268E-10     7.63012048766849E-09     2.60287233549118E-13     8.81699438198527E-05     1.52361392007138E-04     2.31264592856133E+16     9.00000000000000E+02
     7.11863697927439E-01     2.71050481164694E-01     1.07884612227338E-09     2.84399825752539E-16     9.55044887982177E-10     7.63049072278758E-09     2.60299911329253E-13     8.81699334758149E-05     1.52361401881868E-04     2.33627920495304E+16     9.10000000000000E+02
     7.11829071910389E-01     2.71059137667089E-01     1.07889866455193E-09     2.84427511776813E-16     9.55091400797966E-10     7.63086108572946E-09     2.60312588531318E-13     8.81699241811392E-05     1.52361410707113E-04     2.35991247790112E+16     9.20000000000000E+02
     7.11794445892486E-01     2.71067794168989E-01     1.07895122085308E-09     2.84455204129046E-16     9.55137926027415E-10     7.63123137580562E-09     2.60325269116637E-13     8.81699135857872E-05     1.52361420833081E-04     2.38354574687099E+16     9.30000000000000E+02
     7.11759819873024E-01     2.71076450671388E-01     1.07900377226750E-09     2.84482897871507E-16     9.55184446930729E-10     7.63160182418287E-09     2.60337948522955E-13     8.81699043951829E-05     1.52361429554152E-04     2.40717901269240E+16     9.40000000000000E+02
